model,accuracy,roc_auc,precision_macro,recall_macro,f1_macro
Logistic Regression,0.4872286079182631,0.4959855522335417,0.49089032771771013,0.49148123896782075,0.48074414540673593
Gradient Boosting,0.5140485312899106,0.5220602763167993,0.4577619663648124,0.4978674521932095,0.3487248850306175
